,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
26,N/A,N/A,cmcsa,N/A,N/A,N/A,N/A,N/A,104.54,21.74,2.37,3.54,11.12,21.15,6.15,1.0,17.14,194340000000.0,N/A,18.46,1.72,N/A,N/A,N/A,55940000000.0,1.0,N/A,1.88,20.20,8.90,4019999999.9999995,0.85,61790000000.0,0.80,11.59,19500000000.0,1.0,0.16,84.60,N/A,4.72,1.26,60530000.0,N/A
27,N/A,N/A,cms,N/A,N/A,N/A,N/A,N/A,227.93,22.38,2.05,3.01,9.12,21.19,4.09,1.0,23.08,13150000000.0,N/A,20.18,2.88,N/A,N/A,N/A,2390000000.0,1.0,N/A,2.1,21.30,1.60,1.55,1.55,10040000000.0,1.15,15.61,1640000000.0,1.0,0.91,90.00,N/A,1.48,1.48,4150000.0000000005,N/A
28,N/A,N/A,coh,N/A,N/A,N/A,N/A,N/A,20.46,25.04,2.89,4.51,11.55,15.81,9.54,1.0,16.12,13040000000.0,N/A,19.48,1.99,N/A,N/A,N/A,3050000000.0,1.0,N/A,1.85,8.60,3.70,1890000000.0,6.73,591800000.0,4.35,10.29,779400000.0,1.0,0.12,93.60,N/A,3.09,3.70,11710000.0,N/A
29,N/A,N/A,cpb,N/A,N/A,N/A,N/A,N/A,227.65,35.92,2.19,11.61,6.17,16.15,10.28,1.0,25.80,17320000000.0,N/A,17.78,4.00,N/A,N/A,N/A,2780000000.0,1.0,N/A,1.58,4.90,0.90,1.03,1.03,3390000000.0,0.76,4.90,1260000000.0,1.0,39.34,43.80,N/A,3.72,4.36,7240000.0,N/A
30,N/A,N/A,ctas,N/A,N/A,N/A,N/A,N/A,52.54,26.19,2.59,6.10,10.25,16.00,12.10,1.0,48.91,13300000000.0,N/A,25.94,2.28,N/A,N/A,N/A,2130000000.0,1.0,N/A,4.82,0.60,5.30,147240000.0,1.4,1140000000.0,1.73,20.71,652450000.0,1.0,18.18,71.80,N/A,4.72,4.72,4290000.0,N/A
31,N/A,N/A,cvs,N/A,N/A,N/A,N/A,N/A,81.06,16.62,0.45,2.42,2.87,5.78,6.97,1.0,169.10,81100000000.0,N/A,12.51,1.69,N/A,N/A,N/A,28860000000.0,1.0,N/A,4.8,16.90,3.00,2300000000.0,2.26,27430000000.0,1.08,32.95,11160000000.0,1.0,0.23,85.10,N/A,5.58,2.96,32750000.0,N/A
32,N/A,N/A,dds,N/A,N/A,N/A,N/A,N/A,48.53,11.67,0.27,0.96,2.50,4.88,4.75,1.0,190.67,1740000000.0,N/A,12.09,3.63,N/A,N/A,N/A,2250000000.0,1.0,N/A,4.76,14.40,5.60,301480000.0,10.33,820390000.0,1.69,57.91,574270000.0,1.0,11.73,94.10,N/A,4.28,28.37,4610000.0,N/A
33,N/A,N/A,dg,N/A,N/A,N/A,N/A,N/A,54.86,16.98,0.92,3.73,5.53,9.24,11.16,1.0,80.18,20650000000.0,N/A,15.08,2.15,N/A,N/A,N/A,6780000000.0,1.0,N/A,4.42,5.30,6.50,205980000.0,0.75,3030000000.0,1.39,20.16,1710000000.0,1.0,5.30,91.90,N/A,2.4,2.50,7090000.0,N/A
34,N/A,N/A,disca,N/A,N/A,N/A,N/A,N/A,145.09,13.91,2.32,2.89,17.50,32.80,8.46,1.0,14.41,15170000000.0,N/A,10.27,1.00,N/A,N/A,N/A,4070000000.0000005,1.0,N/A,1.91,18.30,3.30,0.98,0.98,8100000000.0,1.69,9.20,1570000000.0,1.0,1.57,115.20,N/A,9.31,39.22,23360000.0,N/A
35,N/A,N/A,dnb,N/A,N/A,N/A,N/A,N/A,N/A,46.77,2.27,N/A,4.85,23.58,11.31,1.0,46.66,3880000000.0,N/A,14.29,3.55,N/A,N/A,N/A,1700000000.0,1.0,N/A,2.25,48.30,1.70,375400000.0,10.17,1710000000.0,0.86,26.96,301290000.0,1.0,0.34,94.50,N/A,1.6,1.48,535.84,N/A
36,N/A,N/A,dps,N/A,N/A,N/A,N/A,N/A,204.51,20.39,2.64,7.77,13.03,21.65,9.52,1.0,35.06,17030000000.000002,N/A,18.46,2.27,N/A,N/A,N/A,3860000000.0,1.0,N/A,4.54,2.70,1.50,0.41,0.41,4490000000.0,1.09,11.93,672120000.0,1.0,0.30,94.60,N/A,6.06,3.40,6060000.0,N/A
37,N/A,N/A,duk,N/A,N/A,N/A,N/A,N/A,127.61,27.30,2.64,1.46,9.56,27.88,3.10,1.0,32.77,59920000000.0,N/A,17.73,7.28,N/A,N/A,N/A,9770000000.0,1.0,N/A,3.14,3.20,6.70,1.25,1.25,52560000000.0,0.73,58.84,6410000000.0,1.0,0.07,56.10,N/A,3.14,1.58,9750000.0,N/A
38,N/A,N/A,dva,N/A,N/A,N/A,N/A,N/A,143.80,10.71,0.85,2.47,8.28,11.67,5.72,1.0,74.76,12690000000.0,N/A,16.77,1.33,N/A,N/A,N/A,4099999999.9999995,1.0,N/A,6.09,359.50,3.30,1790000000.0,9.18,9090000000.0,1.64,26.41,2400000000.0,1.0,1.49,85.70,N/A,0.15,0.00,5.47,N/A
39,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,109.63,31.46,2.92,5.67,9.48,15.31,6.73,1.0,45.33,38630000000.0,N/A,24.85,2.35,N/A,N/A,N/A,6250000000.0,1.0,N/A,4.23,9.80,2.10,212100000.0,0.73,7540000000.0,1.02,23.48,1890000000.0,1.0,9.89,79.20,N/A,4.49,1.97,5570000.0,N/A
40,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,94.22,32.17,3.05,8.57,9.62,16.48,11.77,1.0,31.52,35320000000.0,N/A,25.47,2.92,N/A,N/A,N/A,9080000000.0,1.0,N/A,2.98,12.50,7.50,1840000000.0,3900000000.0,3900000000.0,1.74,11.20,1720000000.0,1.0,1.45,95.10,N/A,3.69,3.74,6440000.0,N/A
41,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,82.11,29.11,10.58,2.40,35.18,35.00,2.52,1.0,6.60,25510000000.0,N/A,51.11,18.50,N/A,N/A,N/A,1620000000.0,1.0,N/A,2.3,96.00,2.40,42890000.0,0.12,8930000000.0,0.16,27.90,1200000000.0,1.0,1.74,98.10,N/A,4.72,2.67,7660000.0,N/A
42,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,54.11,17.65,1.71,2.24,9.86,11.56,4.59,1.0,43.71,33890000000.0,N/A,14.83,1.58,N/A,N/A,N/A,6350000000.0,1.0,N/A,4.29,6.90,0.70,1.17,1.17,8220000000.000001,1.25,33.89,2630000000.0,1.0,0.30,76.50,N/A,1.46,1.46,5780000.0,N/A
43,N/A,N/A,expe,N/A,N/A,N/A,N/A,N/A,56.03,73.24,2.40,5.33,3.36,6.57,2.18,1.0,60.29,21780000000.0,N/A,21.25,1.31,N/A,N/A,N/A,7180000000.0,1.0,N/A,1.97,N/A,15.00,3350000000.0,22.22,3170000000.0,0.66,27.09,2130000000.0,1.0,14.45,90.50,N/A,5.47,8.53,9630000.0,N/A
44,N/A,N/A,fcx,N/A,N/A,N/A,N/A,N/A,160.25,65.99,1.20,2.82,1.73,11.26,2.65,1.0,10.92,17850000000.0,N/A,9.28,0.22,N/A,N/A,N/A,2750000000.0,1.0,N/A,0.19,N/A,3.10,2.77,2.77,15360000000.0,2.02,4.37,3780000000.0,1.0,10.24,68.40,N/A,2.41,5.36,69190000.0,N/A
45,N/A,N/A,fhn,N/A,N/A,N/A,N/A,N/A,N/A,18.71,3.34,1.81,18.38,30.00,0.87,1.0,5.46,4240000000.0,N/A,13.44,1.23,N/A,N/A,N/A,N/A,1.0,N/A,0.97,12.60,1.30,4610000000.0,19.7,2150000000.0,N/A,10.05,221650000.0,1.0,1.24,83.90,N/A,3.71,4.57,9380000.0,N/A
46,N/A,N/A,flir,N/A,N/A,N/A,N/A,N/A,29.64,24.08,2.92,2.87,12.32,17.69,7.41,1.0,12.35,4930000000.0,N/A,17.72,1.25,N/A,N/A,N/A,767120000.0,1.0,N/A,1.5,684.10,7.20,397640000.0,2.91,509740000.0,3.45,12.60,341460000.0,1.0,6.05,86.60,N/A,0.96,0.61,912.55,N/A
47,N/A,N/A,fosl,N/A,N/A,N/A,N/A,N/A,62.74,20.78,0.17,0.53,0.84,4.22,3.58,1.0,61.52,513720000.0,N/A,10.29,0.99,N/A,N/A,N/A,1580000000.0,1.0,N/A,0.51,N/A,11.80,320820000.0,6.62,616310000.0,3.31,20.06,226970000.0,1.0,31.56,89.40,N/A,6.04,47.69,11120000.0,N/A
48,N/A,N/A,gas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,N/A,N/A,1.2,5.0,5.0,N/A,5.0,5.0,5.0,5.0,2.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,5.0,5.0,N/A
49,N/A,N/A,gild,N/A,N/A,N/A,N/A,N/A,125.83,6.92,2.94,4.18,43.42,58.65,20.23,1.0,22.04,85500000000.0,N/A,8.81,1.40,N/A,N/A,N/A,26130000000.0,1.0,N/A,9.46,24.20,16.50,14710000000.0,11.26,26320000000.0,2.59,15.64,15460000000.0,1.0,0.60,83.40,N/A,1.35,1.00,13510000.0,N/A
50,N/A,N/A,gis,N/A,N/A,N/A,N/A,N/A,184.40,21.21,2.10,8.12,10.34,18.10,8.22,1.0,26.59,32979999999.999996,N/A,17.78,3.02,N/A,N/A,N/A,5830000000.0,1.0,N/A,2.7,1.10,5.20,899100000.0,1.56,9720000000.0,0.72,7.05,2330000000.0,1.0,0.32,71.70,N/A,3.14,1.94,10880000.0,N/A
51,N/A,N/A,gme,N/A,N/A,N/A,N/A,N/A,35.95,6.47,0.25,0.97,3.99,6.89,8.19,1.0,84.48,2200000000.0,N/A,6.46,0.88,N/A,N/A,N/A,3010000000.0,1.0,N/A,3.36,10.30,3.80,311900000.0,3.08,815700000.0,1.26,22.40,656400000.0,1.0,1.88,136.40,N/A,9.33,28.48,24050000.0,N/A
52,N/A,N/A,grmn,N/A,N/A,N/A,N/A,N/A,N/A,14.83,3.22,2.64,21.78,20.98,8.83,1.0,16.09,9760000000.0,N/A,18.95,5.00,N/A,N/A,N/A,1680000000.0,1.0,N/A,3.5,170.00,2.30,1090000000.0,5.8,N/A,3.77,19.67,696690000.0,1.0,36.25,41.70,N/A,17.06,14.56,16590000.0,N/A
53,N/A,N/A,gww,N/A,N/A,N/A,N/A,N/A,119.45,18.33,1.03,5.84,5.84,11.53,12.48,1.0,170.40,10490000000.0,N/A,15.97,2.70,N/A,N/A,N/A,4110000000.0000005,1.0,N/A,9.8,6.40,1.40,238800000.0,4.09,2290000000.0,1.83,30.73,1020000000.0,1.0,13.10,86.30,N/A,12.81,12.64,6090000.0,N/A
54,N/A,N/A,hcbk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,N/A,N/A,1.2,5.0,5.0,N/A,5.0,5.0,5.0,5.0,1.2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,5.0,5.0,N/A
55,N/A,N/A,hig,N/A,N/A,N/A,N/A,N/A,32.04,20.79,1.02,1.11,5.15,6.41,0.33,1.0,48.52,18780000000.0,N/A,11.19,1.22,N/A,N/A,N/A,6950000000.0,1.0,N/A,2.46,17.00,5.60,4990000000.0,13.59,5450000000.0,4.18,46.07,1890000000.0,1.0,0.18,92.50,N/A,1.5,1.05,5200000.0,N/A
56,N/A,N/A,hp,N/A,N/A,N/A,N/A,N/A,11.33,33.07,4.05,1.37,12.09,10.63,1.44,1.0,13.60,5960000000.0,N/A,304.94,3.13,N/A,N/A,N/A,725430000.0,1.0,N/A,1.66,N/A,7.50,789760000.0,7.27,492370000.0,4.53,40.04,407440000.0,1.0,2.84,99.50,N/A,10.97,18.72,16770000.0,N/A
57,N/A,N/A,hsp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,N/A,N/A,1.2,5.0,5.0,N/A,5.0,5.0,5.0,5.0,2.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,5.0,5.0,N/A
58,N/A,N/A,ibm,N/A,N/A,N/A,N/A,N/A,231.93,12.76,1.84,7.96,14.62,16.99,7.13,1.0,83.52,145790000000.0,N/A,11.15,4.34,N/A,N/A,N/A,38290000000.0,1.0,N/A,12.16,13.10,2.80,10700000000.0,11.38,42790000000.0,1.18,19.51,15380000000.0,1.0,0.05,59.90,N/A,6.18,2.18,20750000.0,N/A
59,N/A,N/A,intu,N/A,N/A,N/A,N/A,N/A,29.46,40.16,7.04,21.10,17.82,26.67,17.12,1.0,19.82,35800000000.0,N/A,27.73,2.17,N/A,N/A,N/A,3960000000.0,1.0,N/A,3.48,6.00,10.30,1590000000.0,6.22,29.46,0.90,6.62,1550000000.0,1.0,4.98,87.90,N/A,1.52,1.04,2730000.0,N/A
60,N/A,N/A,isrg,N/A,N/A,N/A,N/A,N/A,N/A,45.54,11.95,8.05,27.99,35.52,12.22,1.0,72.88,33280000000.0,N/A,33.11,3.55,N/A,N/A,N/A,1890000000.0,1.0,N/A,19.84,31.80,13.40,1460000000.0,39.76,N/A,3.88,112.16,1060000000.0,1.0,1.18,92.50,N/A,8.54,8.51,N/A,N/A
61,N/A,N/A,jcp,N/A,N/A,N/A,N/A,N/A,382.99,13.50,0.12,1.25,0.89,2.58,2.27,1.0,40.31,1510000000.0,N/A,11.05,0.35,N/A,N/A,N/A,4480000000.0,1.0,N/A,0.36,N/A,3.70,1.17,1.17,4620000000.0,1.58,3.89,153750000.0,1.0,1.17,85.60,N/A,4.53,34.25,82120000.0,N/A
62,N/A,N/A,jdsu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,N/A,N/A,1.2,5.0,5.0,N/A,5.0,5.0,5.0,5.0,1.2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,5.0,5.0,N/A
63,N/A,N/A,josb,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,N/A,N/A,1.2,5.0,5.0,N/A,5.0,5.0,5.0,5.0,1.2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,5.0,5.0,N/A
64,N/A,N/A,key,N/A,N/A,N/A,N/A,N/A,N/A,21.63,3.91,1.46,17.78,34.55,0.80,1.0,5.28,20370000000.0,N/A,11.91,1.36,N/A,N/A,N/A,N/A,1.0,N/A,0.86,72.30,51.40,2049999999.9999998,1.87,13960000000.0,N/A,12.71,N/A,1.0,0.16,83.20,N/A,2.68,3.40,24080000.0,N/A
65,N/A,N/A,kmx,N/A,N/A,N/A,N/A,N/A,391.50,18.65,0.68,3.65,3.77,6.39,4.33,1.0,87.41,11260000000.0,N/A,15.67,1.20,N/A,N/A,N/A,2180000000.0,1.0,N/A,3.26,8.20,9.40,41410000.0,0.22,12170000000.0,2.60,16.66,468140000.0,1.0,0.56,103.90,N/A,10.16,12.75,18880000.0,N/A
66,N/A,N/A,ksu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0,5.0,5.0,1.0,5.0,5.0,5.0,N/A,5.0,N/A,N/A,1.2,5.0,1.0,N/A,5.0,5.0,5.0,5.0,2.6,5.0,5.0,5.0,5.0,1.0,5.0,5.0,N/A,5.0,5.0,5.0,N/A
67,N/A,N/A,life,N/A,N/A,N/A,N/A,N/A,18.88,1.46,N/A,1.59,0.00,0.00,38.04,1.0,N/A,80940000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0,N/A,2.33,N/A,N/A,61930000.0,2.6,9570000.0,9.74,2.13,54280000.0,1.0,9.43,60.80,N/A,12.88,4.19,545.31,N/A
68,N/A,N/A,lmt,N/A,N/A,N/A,N/A,N/A,900.69,16.03,1.67,54.04,10.78,10.49,6.35,1.0,162.13,80140000000.0,N/A,19.62,3.83,N/A,N/A,N/A,5060000000.0,1.0,N/A,17.28,15.00,6.60,2220000000.0,7.66,14280000000.0,1.22,5.12,5190000000.0,1.0,0.03,83.90,N/A,2.39,0.94,7.28,N/A
69,N/A,N/A,lsi,N/A,N/A,N/A,N/A,N/A,81.86,43.71,7.54,1.66,16.86,35.30,3.21,1.0,10.16,3460000000.0,N/A,27.90,3.90,N/A,N/A,N/A,311340000.0,1.0,N/A,1.7,27.90,29.10,4820000.0,0.1,1710000000.0,0.44,44.76,215660000.0,1.0,N/A,N/A,N/A,7.12,9.14,2270000.0,N/A
70,N/A,N/A,m,N/A,N/A,N/A,N/A,N/A,156.40,12.23,0.27,1.60,2.27,6.80,5.41,1.0,82.53,6900000000.0,N/A,8.24,0.35,N/A,N/A,N/A,10160000000.0,1.0,N/A,1.85,38.80,7.50,1200000000.0,3.94,6730000000.0,1.35,14.13,2029999999.9999998,1.0,0.30,91.90,N/A,2.36,6.15,19940000.0,N/A
71,N/A,N/A,mat,N/A,N/A,N/A,N/A,N/A,104.47,27.89,1.43,3.44,5.22,8.91,4.99,1.0,15.56,7620000000.0,N/A,15.23,1.41,N/A,N/A,N/A,2550000000.0,1.0,N/A,0.8,N/A,15.40,381890000.0,1.12,2310000000.0,1.69,6.47,373720000.0,1.0,0.25,101.80,N/A,4.92,8.71,26850000.0,N/A
72,N/A,N/A,mcp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,N/A,N/A,1.2,5.0,5.0,N/A,5.0,5.0,5.0,5.0,2.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,5.0,5.0,N/A
73,N/A,N/A,mhfi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,N/A,N/A,1.2,5.0,5.0,N/A,5.0,5.0,5.0,5.0,1.2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,5.0,5.0,N/A
74,N/A,N/A,mjn,N/A,N/A,N/A,N/A,N/A,N/A,28.27,4.51,N/A,16.16,23.08,12.83,1.0,19.83,16520000000.0,N/A,26.94,26.61,N/A,N/A,N/A,2400000000.0,1.0,N/A,3.18,64.90,8.20,1720000000.0,9.39,2990000000.0,2.15,2.35,727900000.0,1.0,0.21,98.70,N/A,0.98,1.99,3440000.0,N/A
75,N/A,N/A,mnst,N/A,N/A,N/A,N/A,N/A,N/A,40.77,9.24,8.14,23.36,38.48,14.62,1.0,5.38,28750000000.0,N/A,29.79,1.70,N/A,N/A,N/A,1940000000.0,1.0,N/A,1.24,8.60,9.10,785700000.0,1.38,N/A,3.44,6.22,784760000.0,1.0,31.87,65.40,N/A,2.36,1.79,8170000.0,N/A
76,N/A,N/A,mpc,N/A,N/A,N/A,N/A,N/A,60.58,24.02,0.47,2.16,2.02,4.59,3.90,1.0,113.04,28260000000.0,N/A,14.68,0.85,N/A,N/A,N/A,13660000000.0,1.0,N/A,2.27,900.00,32.50,2170000000.0,4.18,12600000000.0,1.61,25.18,4770000000.0,1.0,0.87,83.90,N/A,0.00,0.00,1.44,N/A
77,N/A,N/A,msi,N/A,N/A,N/A,N/A,N/A,N/A,23.81,2.30,N/A,10.12,20.91,9.32,1.0,36.68,14080000000.0,N/A,15.35,1.20,N/A,N/A,N/A,2870000000.0,1.0,N/A,3.62,352.90,7.40,4.96,4.96,4460000000.0,1.29,6.42,1290000000.0,1.0,0.40,89.90,N/A,5.98,4.13,7170000.0,N/A
78,N/A,N/A,myl,N/A,N/A,N/A,N/A,N/A,128.34,38.84,1.80,1.79,4.59,19.22,4.90,1.0,22.14,20840000000.0,N/A,6.85,1.03,N/A,N/A,N/A,4700000000.0,1.0,N/A,377.70,377.70,24.10,869700000.0,1.62,14960000000.0,1.56,21.75,2420000000.0,1.0,14.24,37.80,N/A,3.46,3.80,16590000.0,N/A
79,N/A,N/A,nee,N/A,N/A,N/A,N/A,N/A,127.94,16.96,4.01,2.56,23.58,26.88,3.11,1.0,35.05,65269999999.99999,N/A,19.55,3.16,N/A,N/A,N/A,8720000000.0,1.0,N/A,8.22,142.40,3.60,1.28,1.28,33860000000.0,0.60,54.46,6150000000.0,1.0,0.24,73.50,N/A,0.2,0.00,3.93,N/A
80,N/A,N/A,nile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,N/A,N/A,1.2,5.0,5.0,N/A,5.0,5.0,5.0,5.0,1.2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N/A,5.0,5.0,5.0,N/A
81,N/A,N/A,nov,N/A,N/A,N/A,N/A,N/A,22.98,5.35,1.92,0.94,35.50,19.80,3.69,1.0,18.08,13040000000.0,N/A,44.56,1.21,N/A,N/A,N/A,2420000000.0,1.0,N/A,6.42,N/A,20.50,1480000000.0,3.89,3210000000.0,2.71,36.63,603500000.0,1.0,0.14,93.40,N/A,7.35,7.18,26610000.0,N/A
