Date,Close
2017-05-12,2390.899902
2017-05-11,2394.439941
2017-05-10,2399.629883
2017-05-09,2396.919922
2017-05-08,2399.379883
2017-05-05,2399.290039
2017-05-04,2389.52002
2017-05-03,2388.129883
2017-05-02,2391.169922
2017-05-01,2388.330078
2017-04-28,2384.199951
2017-04-27,2388.77002
2017-04-26,2387.449951
2017-04-25,2388.610107
2017-04-24,2374.149902
2017-04-21,2348.689941
2017-04-20,2355.840088
2017-04-19,2338.169922
2017-04-18,2342.189941
2017-04-17,2349.01001
2017-04-13,2328.949951
2017-04-12,2344.929932
2017-04-11,2353.780029
2017-04-10,2357.159912
2017-04-07,2355.540039
2017-04-06,2357.48999
2017-04-05,2352.949951
2017-04-04,2360.159912
2017-04-03,2358.840088
2017-03-31,2362.719971
2017-03-30,2368.060059
2017-03-29,2361.129883
2017-03-28,2358.570068
2017-03-27,2341.590088
2017-03-24,2343.97998
2017-03-23,2345.959961
2017-03-22,2348.449951
2017-03-21,2344.02002
2017-03-20,2373.469971
2017-03-17,2378.25
2017-03-16,2381.379883
2017-03-15,2385.26001
2017-03-14,2365.449951
2017-03-13,2373.469971
2017-03-10,2372.600098
2017-03-09,2364.870117
2017-03-08,2362.97998
2017-03-07,2368.389893
2017-03-06,2375.310059
2017-03-03,2383.120117
2017-03-02,2381.919922
2017-03-01,2395.959961
2017-02-28,2363.639893
2017-02-27,2369.72998
2017-02-24,2367.340088
2017-02-23,2363.810059
2017-02-22,2362.820068
2017-02-21,2365.379883
2017-02-17,2351.159912
2017-02-16,2347.219971
2017-02-15,2349.25
2017-02-14,2337.580078
2017-02-13,2328.25
2017-02-10,2316.100098
2017-02-09,2307.870117
2017-02-08,2294.669922
2017-02-07,2293.080078
2017-02-06,2292.560059
2017-02-03,2297.419922
2017-02-02,2280.850098
2017-02-01,2279.550049
2017-01-31,2278.870117
2017-01-30,2280.899902
2017-01-27,2294.689941
2017-01-26,2296.679932
2017-01-25,2298.370117
2017-01-24,2280.070068
2017-01-23,2265.199951
2017-01-20,2271.310059
2017-01-19,2263.689941
2017-01-18,2271.889893
2017-01-17,2267.889893
2017-01-13,2274.639893
2017-01-12,2270.439941
2017-01-11,2275.320068
2017-01-10,2268.899902
2017-01-09,2268.899902
2017-01-06,2276.97998
2017-01-05,2269.0
2017-01-04,2270.75
2017-01-03,2257.830078
2016-12-30,2238.830078
2016-12-29,2249.26001
2016-12-28,2249.919922
2016-12-27,2268.879883
2016-12-23,2263.790039
2016-12-22,2260.959961
2016-12-21,2265.179932
2016-12-20,2270.76001
2016-12-19,2262.530029
2016-12-16,2258.070068
2016-12-15,2262.030029
2016-12-14,2253.280029
2016-12-13,2271.719971
2016-12-12,2256.959961
2016-12-09,2259.530029
2016-12-08,2246.189941
2016-12-07,2241.350098
2016-12-06,2212.22998
2016-12-05,2204.709961
2016-12-02,2191.949951
2016-12-01,2191.080078
2016-11-30,2198.810059
2016-11-29,2204.659912
2016-11-28,2201.719971
2016-11-25,2213.350098
2016-11-23,2204.719971
2016-11-22,2202.939941
2016-11-21,2198.179932
2016-11-18,2181.899902
2016-11-17,2187.120117
2016-11-16,2176.939941
2016-11-15,2180.389893
2016-11-14,2164.199951
2016-11-11,2164.449951
2016-11-10,2167.47998
2016-11-09,2163.26001
2016-11-08,2139.560059
2016-11-07,2131.52002
2016-11-04,2085.179932
2016-11-03,2088.659912
2016-11-02,2097.939941
2016-11-01,2111.719971
2016-10-31,2126.149902
2016-10-28,2126.409912
2016-10-27,2133.040039
2016-10-26,2139.429932
2016-10-25,2143.159912
2016-10-24,2151.330078
2016-10-21,2141.159912
2016-10-20,2141.340088
2016-10-19,2144.290039
2016-10-18,2139.600098
2016-10-17,2126.5
2016-10-14,2132.97998
2016-10-13,2132.550049
2016-10-12,2139.179932
2016-10-11,2136.72998
2016-10-10,2163.659912
2016-10-07,2153.73999
2016-10-06,2160.77002
2016-10-05,2159.72998
2016-10-04,2150.48999
2016-10-03,2161.199951
2016-09-30,2168.27002
2016-09-29,2151.129883
2016-09-28,2171.370117
2016-09-27,2159.929932
2016-09-26,2146.100098
2016-09-23,2164.689941
2016-09-22,2177.179932
2016-09-21,2163.120117
2016-09-20,2139.76001
2016-09-19,2139.120117
2016-09-16,2139.159912
2016-09-15,2147.26001
2016-09-14,2125.77002
2016-09-13,2127.02002
2016-09-12,2159.040039
2016-09-09,2127.810059
2016-09-08,2181.300049
2016-09-07,2186.159912
2016-09-06,2186.47998
2016-09-02,2179.97998
2016-09-01,2170.860107
2016-08-31,2170.949951
2016-08-30,2176.120117
2016-08-29,2180.379883
2016-08-26,2169.040039
2016-08-25,2172.469971
2016-08-24,2175.439941
2016-08-23,2186.899902
2016-08-22,2182.639893
2016-08-19,2183.870117
2016-08-18,2187.02002
2016-08-17,2182.219971
2016-08-16,2178.149902
2016-08-15,2190.149902
2016-08-12,2184.050049
2016-08-11,2185.790039
2016-08-10,2175.48999
2016-08-09,2181.73999
2016-08-08,2180.889893
2016-08-05,2182.870117
2016-08-04,2164.25
2016-08-03,2163.790039
2016-08-02,2157.030029
2016-08-01,2170.840088
2016-07-29,2173.600098
2016-07-28,2170.060059
2016-07-27,2166.580078
2016-07-26,2169.179932
2016-07-25,2168.47998
2016-07-22,2175.030029
2016-07-21,2165.169922
2016-07-20,2173.02002
2016-07-19,2163.780029
2016-07-18,2166.889893
2016-07-15,2161.73999
2016-07-14,2163.75
2016-07-13,2152.429932
2016-07-12,2152.139893
2016-07-11,2137.159912
2016-07-08,2129.899902
2016-07-07,2097.899902
2016-07-06,2099.72998
2016-07-05,2088.550049
2016-07-01,2102.949951
2016-06-30,2098.860107
2016-06-29,2070.77002
2016-06-28,2036.089966
2016-06-27,2000.540039
2016-06-24,2037.410034
2016-06-23,2113.320068
2016-06-22,2085.449951
2016-06-21,2088.899902
2016-06-20,2083.25
2016-06-17,2071.219971
2016-06-16,2077.98999
2016-06-15,2071.5
2016-06-14,2075.320068
2016-06-13,2079.060059
2016-06-10,2096.070068
2016-06-09,2115.47998
2016-06-08,2119.120117
2016-06-07,2112.129883
2016-06-06,2109.409912
2016-06-03,2099.129883
2016-06-02,2105.26001
2016-06-01,2099.330078
2016-05-31,2096.949951
2016-05-27,2099.060059
2016-05-26,2090.100098
2016-05-25,2090.540039
2016-05-24,2076.060059
2016-05-23,2048.040039
2016-05-20,2052.320068
2016-05-19,2040.040039
2016-05-18,2047.630005
2016-05-17,2047.209961
2016-05-16,2066.659912
2016-05-13,2046.609985
2016-05-12,2064.110107
2016-05-11,2064.459961
2016-05-10,2084.389893
2016-05-09,2058.689941
2016-05-06,2057.139893
2016-05-05,2050.629883
2016-05-04,2051.120117
2016-05-03,2063.370117
2016-05-02,2081.429932
2016-04-29,2065.300049
2016-04-28,2075.810059
2016-04-27,2095.149902
2016-04-26,2091.699951
2016-04-25,2087.790039
2016-04-22,2091.580078
2016-04-21,2091.47998
2016-04-20,2102.399902
2016-04-19,2100.800049
2016-04-18,2094.340088
2016-04-15,2080.72998
2016-04-14,2082.780029
2016-04-13,2082.419922
2016-04-12,2061.719971
2016-04-11,2041.98999
2016-04-08,2047.599976
2016-04-07,2041.910034
2016-04-06,2066.659912
2016-04-05,2045.170044
2016-04-04,2066.129883
2016-04-01,2072.780029
2016-03-31,2059.73999
2016-03-30,2063.949951
2016-03-29,2055.01001
2016-03-28,2037.050049
2016-03-24,2035.939941
2016-03-23,2036.709961
2016-03-22,2049.800049
2016-03-21,2051.600098
2016-03-18,2049.580078
2016-03-17,2040.589966
2016-03-16,2027.219971
2016-03-15,2015.930054
2016-03-14,2019.640015
2016-03-11,2022.189941
2016-03-10,1989.569946
2016-03-09,1989.26001
2016-03-08,1979.26001
2016-03-07,2001.76001
2016-03-04,1999.98999
2016-03-03,1993.400024
2016-03-02,1986.449951
2016-03-01,1978.349976
2016-02-29,1932.22998
2016-02-26,1948.050049
2016-02-25,1951.699951
2016-02-24,1929.800049
2016-02-23,1921.27002
2016-02-22,1945.5
2016-02-19,1917.780029
2016-02-18,1917.829956
2016-02-17,1926.819946
2016-02-16,1895.579956
2016-02-12,1864.780029
2016-02-11,1829.079956
2016-02-10,1851.859985
2016-02-09,1852.209961
2016-02-08,1853.439941
2016-02-05,1880.050049
2016-02-04,1915.449951
2016-02-03,1912.530029
2016-02-02,1903.030029
2016-02-01,1939.380005
2016-01-29,1940.23999
2016-01-28,1893.359985
2016-01-27,1882.949951
2016-01-26,1903.630005
2016-01-25,1877.079956
2016-01-22,1906.900024
2016-01-21,1868.98999
2016-01-20,1859.329956
2016-01-19,1881.329956
2016-01-15,1880.329956
2016-01-14,1921.839966
2016-01-13,1890.280029
2016-01-12,1938.680054
2016-01-11,1923.670044
2016-01-08,1922.030029
2016-01-07,1943.089966
2016-01-06,1990.26001
2016-01-05,2016.709961
2016-01-04,2012.660034
2015-12-31,2043.939941
2015-12-30,2063.360107
2015-12-29,2078.360107
2015-12-28,2056.5
2015-12-24,2060.98999
2015-12-23,2064.290039
2015-12-22,2038.969971
2015-12-21,2021.150024
2015-12-18,2005.550049
2015-12-17,2041.890015
2015-12-16,2073.070068
2015-12-15,2043.410034
2015-12-14,2021.939941
2015-12-11,2012.369995
2015-12-10,2052.22998
2015-12-09,2047.619995
2015-12-08,2063.590088
2015-12-07,2077.070068
2015-12-04,2091.689941
2015-12-03,2049.620117
2015-12-02,2079.51001
2015-12-01,2102.629883
2015-11-30,2080.409912
2015-11-27,2090.110107
2015-11-25,2088.870117
2015-11-24,2089.139893
2015-11-23,2086.590088
2015-11-20,2089.169922
2015-11-19,2081.23999
2015-11-18,2083.580078
2015-11-17,2050.439941
2015-11-16,2053.189941
2015-11-13,2023.040039
2015-11-12,2045.969971
2015-11-11,2075.0
2015-11-10,2081.719971
2015-11-09,2078.580078
2015-11-06,2099.199951
2015-11-05,2099.929932
2015-11-04,2102.310059
2015-11-03,2109.790039
2015-11-02,2104.050049
2015-10-30,2079.360107
2015-10-29,2089.409912
2015-10-28,2090.350098
2015-10-27,2065.889893
2015-10-26,2071.179932
2015-10-23,2075.149902
2015-10-22,2052.51001
2015-10-21,2018.939941
2015-10-20,2030.77002
2015-10-19,2033.660034
2015-10-16,2033.109985
2015-10-15,2023.859985
2015-10-14,1994.23999
2015-10-13,2003.689941
2015-10-12,2017.459961
2015-10-09,2014.890015
2015-10-08,2013.430054
2015-10-07,1995.829956
2015-10-06,1979.920044
2015-10-05,1987.050049
2015-10-02,1951.359985
2015-10-01,1923.819946
2015-09-30,1920.030029
2015-09-29,1884.089966
2015-09-28,1881.77002
2015-09-25,1931.339966
2015-09-24,1932.23999
2015-09-23,1938.76001
2015-09-22,1942.73999
2015-09-21,1966.969971
2015-09-18,1958.030029
2015-09-17,1990.199951
2015-09-16,1995.310059
2015-09-15,1978.089966
2015-09-14,1953.030029
2015-09-11,1961.050049
2015-09-10,1952.290039
2015-09-09,1942.040039
2015-09-08,1969.410034
2015-09-04,1921.219971
2015-09-03,1951.130005
2015-09-02,1948.859985
2015-09-01,1913.849976
2015-08-31,1972.180054
2015-08-28,1988.869995
2015-08-27,1987.660034
2015-08-26,1940.51001
2015-08-25,1867.609985
2015-08-24,1893.209961
2015-08-21,1970.890015
2015-08-20,2035.72998
2015-08-19,2079.610107
2015-08-18,2096.919922
2015-08-17,2102.439941
2015-08-14,2091.540039
2015-08-13,2083.389893
2015-08-12,2086.050049
2015-08-11,2084.070068
2015-08-10,2104.179932
2015-08-07,2077.570068
